,,taxon_name,ref_id,sh_id,rep,kingdom,phylum,class,order,family,genus,species,taxon_name_sh,primary_lifestyle,secondary_lifestyle,nematode_feeding,nematode_ecology,decay_type,growth_form,,,,
1703,3804,Hypocreales_sp,UDB03575731,SH0943373.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Hypocreales_gen_Incertae_sedis,Hypocreales_sp,Hypocreales_sp_SH0943373.09FU,NA,NA,,,NA,NA,,,,
1704,3807,Glomeraceae_sp,MT765309,SH0957028.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomeraceae_gen_Incertae_sedis,Glomeraceae_sp,Glomeraceae_sp_SH0957028.09FU,arbuscular_mycorrhizal,NA,,,NA,NA,,,,
1705,3808,Fungi_sp,UDB0480910,SH1174324.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1174324.09FU,NA,NA,,,NA,NA,,,,
1706,3809,Fungi_sp,UDB0296388,SH1212384.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1212384.09FU,NA,NA,,,NA,NA,,,,
1707,3810,Fungi_sp,UDB02106147,SH1278618.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1278618.09FU,NA,NA,,,NA,NA,,,,
1708,3811,Fungi_sp,KU534815,SH0880724.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH0880724.09FU,NA,NA,,,NA,NA,,,,
1709,3812,Fungi_sp,JX348560,SH1239741.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1239741.09FU,NA,NA,,,NA,NA,,,,
1710,3819,Endogonales_sp,UDB05308664,SH0907492.09FU,reps,Fungi,Mucoromycota,Endogonomycetes,Endogonales,Endogonales_fam_Incertae_sedis,Endogonales_gen_Incertae_sedis,Endogonales_sp,Endogonales_sp_SH0907492.09FU,NA,NA,,,NA,NA,,,,
1711,3824,Chytridiomycota_sp,UDB081335,SH0880719.09FU,reps,Fungi,Chytridiomycota,Chytridiomycota_cls_Incertae_sedis,Chytridiomycota_ord_Incertae_sedis,Chytridiomycota_fam_Incertae_sedis,Chytridiomycota_gen_Incertae_sedis,Chytridiomycota_sp,Chytridiomycota_sp_SH0880719.09FU,NA,NA,,,NA,NA,,,,
1712,3825,Chaetosphaeria_sp,UDB01751708,SH0979685.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chaetosphaeria,Chaetosphaeria_sp,Chaetosphaeria_sp_SH0979685.09FU,litter_saprotroph,wood_saprotroph,,,wood,leaf/fruit/seed,filamentous_mycelium,,,
1713,3830,Cercospora_sojina,JX143659,SH3228237.09FU,refs,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora_sojina,Cercospora_sojina_SH3228237.09FU,plant_pathogen,NA,,,NA,filamentous_mycelium,,,,
1714,3831,Betamyces_sp,UDB01509835,SH0903512.09FU,reps,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Alphamycetaceae,Betamyces,Betamyces_sp,Betamyces_sp_SH0903512.09FU,pollen_saprotroph,NA,,,pollen,zoosporic-rhizomycelial_(chytrid-like),,,,
1715,3832,Ascomycota_sp,MK406814,SH1177130.09FU,reps,Fungi,Ascomycota,Ascomycota_cls_Incertae_sedis,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp,Ascomycota_sp_SH1177130.09FU,NA,NA,,,NA,NA,,,,
1716,3833,Ascomycota_sp,HG936890,SH1001398.09FU,reps,Fungi,Ascomycota,Ascomycota_cls_Incertae_sedis,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp,Ascomycota_sp_SH1001398.09FU,NA,NA,,,NA,NA,,,,
1717,3834,Aphelidiomycota_sp,UDB041864,SH1111666.09FU,reps,Fungi,Aphelidiomycota,Aphelidiomycota_cls_Incertae_sedis,Aphelidiomycota_ord_Incertae_sedis,Aphelidiomycota_fam_Incertae_sedis,Aphelidiomycota_gen_Incertae_sedis,Aphelidiomycota_sp,Aphelidiomycota_sp_SH1111666.09FU,NA,NA,,,NA,NA,,,,
1718,3835,Sordariales_sp,UDB03066418,SH0945374.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Sordariales_gen_Incertae_sedis,Sordariales_sp,Sordariales_sp_SH0945374.09FU,NA,NA,,,NA,NA,,,,
1719,3836,Sphaerobolus_ingoldii,AY654736,SH1063533.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Sphaerobolaceae,Sphaerobolus,Sphaerobolus_ingoldii,Sphaerobolus_ingoldii_SH1063533.09FU,wood_saprotroph,NA,,,wood,filamentous_mycelium,,,,
1720,3838,Rhizophlyctis_rosea,UDB06416255,SH1249756.09FU,reps,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis_rosea,Rhizophlyctis_rosea_SH1249756.09FU,litter_saprotroph,algal_parasite,,,leaf/fruit/seed,algal_material,zoosporic-rhizomycelial_(chytrid-like),,,
1721,3843,Arizonaphlyctis_sp,UDB01283667,SH1138330.09FU,reps,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Arizonaphlyctidaceae,Arizonaphlyctis,Arizonaphlyctis_sp,Arizonaphlyctis_sp_SH1138330.09FU,soil_saprotroph,litter_saprotroph,,,leaf/fruit/seed,soil,zoosporic-rhizomycelial_(chytrid-like),,,
1722,3846,Spizellomycetales_sp,UDB07392427,SH1147246.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp,Spizellomycetales_sp_SH1147246.09FU,NA,NA,,,NA,NA,,,,
1723,3848,Chytridiomycota_sp,UDB02294563,SH1137822.09FU,reps,Fungi,Chytridiomycota,Chytridiomycota_cls_Incertae_sedis,Chytridiomycota_ord_Incertae_sedis,Chytridiomycota_fam_Incertae_sedis,Chytridiomycota_gen_Incertae_sedis,Chytridiomycota_sp,Chytridiomycota_sp_SH1137822.09FU,NA,NA,,,NA,NA,,,,
1724,3855,Glomus_macrocarpum,DQ421279,SH0880034.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus_macrocarpum,Glomus_macrocarpum_SH0880034.09FU,arbuscular_mycorrhizal,root-associated,,,NA,filamentous_mycelium,,,,
1725,3856,Fusarium_variasi,MN954339,SH3189497.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_variasi,Fusarium_variasi_SH3189497.09FU,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed,roots,soil,animal_material,filamentous_mycelium,
1726,3859,Cladosporium_fusiforme,DQ780388,SH4358443.09FU,refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_fusiforme,Cladosporium_fusiforme_SH4358443.09FU,litter_saprotroph,plant_pathogen,,,wood,leaf/fruit/seed,soil,dung,animal_material,filamentous_mycelium
1727,3865,Pleosporales_sp,UDB0136103,SH1029832.09FU,reps,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Pleosporales_gen_Incertae_sedis,Pleosporales_sp,Pleosporales_sp_SH1029832.09FU,NA,NA,,,NA,NA,,,,
1728,3872,Chytridiomycota_sp,UDB0545145,SH0933179.09FU,reps,Fungi,Chytridiomycota,Chytridiomycota_cls_Incertae_sedis,Chytridiomycota_ord_Incertae_sedis,Chytridiomycota_fam_Incertae_sedis,Chytridiomycota_gen_Incertae_sedis,Chytridiomycota_sp,Chytridiomycota_sp_SH0933179.09FU,NA,NA,,,NA,NA,,,,
1729,3873,Arthrobotrys_sp,UDB01288973,SH1153957.09FU,reps,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys_sp,Arthrobotrys_sp_SH1153957.09FU,wood_saprotroph,wood_saprotroph,,,wood,leaf/fruit/seed,soil,animal_material,filamentous_mycelium,
1730,3875,Mortierellaceae_sp,UDB04943227,SH0918734.09FU,reps,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierellaceae_gen_Incertae_sedis,Mortierellaceae_sp,Mortierellaceae_sp_SH0918734.09FU,NA,NA,,,NA,NA,,,,
1731,3876,Kamienskia_sp,UDB02263984,SH1030930.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Kamienskia,Kamienskia_sp,Kamienskia_sp_SH1030930.09FU,arbuscular_mycorrhizal,root-associated,,,NA,filamentous_mycelium,,,,
1732,3881,Rhizophydiaceae_sp,UDB06439390,SH1270079.09FU,reps,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Rhizophydiaceae,Rhizophydiaceae_gen_Incertae_sedis,Rhizophydiaceae_sp,Rhizophydiaceae_sp_SH1270079.09FU,NA,NA,,,NA,NA,,,,
1733,3882,Pyronemataceae_sp,UDB0962438,SH1290532.09FU,reps,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Pyronemataceae_gen_Incertae_sedis,Pyronemataceae_sp,Pyronemataceae_sp_SH1290532.09FU,NA,NA,,,NA,NA,,,,
1734,3883,Pholiota_squarrosa,UDB015813,SH0980252.09FU,refs,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Pholiota,Pholiota_squarrosa,Pholiota_squarrosa_SH0980252.09FU,wood_saprotroph,litter_saprotroph,,,wood,leaf/fruit/seed,filamentous_mycelium,,,
1735,3884,Paraphaeosphaeria_michotii,KJ939279,SH1068207.09FU,refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraphaeosphaeria,Paraphaeosphaeria_michotii,Paraphaeosphaeria_michotii_SH1068207.09FU,wood_saprotroph,NA,,,wood,filamentous_mycelium,,,,
1736,3885,Neurospora_terricola,AF388928,SH0882272.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Neurospora,Neurospora_terricola,Neurospora_terricola_SH0882272.09FU,unspecified_saprotroph,NA,,,NA,filamentous_mycelium,,,,
1737,3886,Glomus_sp,UDB0519732,SH0950390.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus_sp,Glomus_sp_SH0950390.09FU,arbuscular_mycorrhizal,root-associated,,,NA,filamentous_mycelium,,,,
1738,3890,Chaetomiaceae_sp,UDB01729195,SH0997640.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomiaceae_gen_Incertae_sedis,Chaetomiaceae_sp,Chaetomiaceae_sp_SH0997640.09FU,NA,NA,,,NA,NA,,,,
1739,3892,Ascomycota_sp,UDB01381914,SH0911281.09FU,reps,Fungi,Ascomycota,Ascomycota_cls_Incertae_sedis,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp,Ascomycota_sp_SH0911281.09FU,NA,NA,,,NA,NA,,,,
1740,3893,Trichoderma_austrokoningii,DQ323423,SH1674559.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_austrokoningii,Trichoderma_austrokoningii_SH1674559.09FU,mycoparasite,foliar_endophyte,,,leaf/fruit/seed,soil,fungal_material,filamentous_mycelium,,
1741,3896,Pleosporales_sp,UDB05004812,SH1098776.09FU,reps,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Pleosporales_gen_Incertae_sedis,Pleosporales_sp,Pleosporales_sp_SH1098776.09FU,NA,NA,,,NA,NA,,,,
1742,3897,Pleosporales_sp,UDB03031076,SH0930374.09FU,reps,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Pleosporales_gen_Incertae_sedis,Pleosporales_sp,Pleosporales_sp_SH0930374.09FU,NA,NA,,,NA,NA,,,,
1743,3898,Pezizomycotina_sp,UDB0135164,SH1095586.09FU,reps,Fungi,Ascomycota,Pezizomycotina_cls_Incertae_sedis,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,Pezizomycotina_gen_Incertae_sedis,Pezizomycotina_sp,Pezizomycotina_sp_SH1095586.09FU,NA,NA,,,NA,NA,,,,
1744,3899,Neoascochyta_tardicrescens,KT389526,SH1531124.09FU,refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Neoascochyta,Neoascochyta_tardicrescens,Neoascochyta_tardicrescens_SH1531124.09FU,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed,filamentous_mycelium,,,,
1745,3901,Kickxellomycota_sp,UDB02431481,SH1182503.09FU,reps,Fungi,Kickxellomycota,Kickxellomycota_cls_Incertae_sedis,Kickxellomycota_ord_Incertae_sedis,Kickxellomycota_fam_Incertae_sedis,Kickxellomycota_gen_Incertae_sedis,Kickxellomycota_sp,Kickxellomycota_sp_SH1182503.09FU,NA,NA,,,NA,NA,,,,
1746,3902,Hypocreales_sp,JX384740,SH1085568.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Hypocreales_gen_Incertae_sedis,Hypocreales_sp,Hypocreales_sp_SH1085568.09FU,NA,NA,,,NA,NA,,,,
1747,3903,Fusarium_brevicatenulatum,KR909391,SH1664372.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_brevicatenulatum,Fusarium_brevicatenulatum_SH1664372.09FU,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed,roots,soil,animal_material,filamentous_mycelium,
1748,3904,Fungi_sp,UDB0122288,SH1114035.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1114035.09FU,NA,NA,,,NA,NA,,,,
1749,3913,Coniochaeta_sp,UDB0177958,SH0947667.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,Coniochaeta_sp,Coniochaeta_sp_SH0947667.09FU,unspecified_saprotroph,foliar_endophyte,,,leaf/fruit/seed,soil,dung,animal_material,filamentous_mycelium,
1750,3914,Conidiobolus_sp,AJ876499,SH1170531.09FU,reps,Fungi,Entomophthoromycota,Entomophthoromycetes,Entomophthorales,Ancylistaceae,Conidiobolus,Conidiobolus_sp,Conidiobolus_sp_SH1170531.09FU,animal_decomposer,animal_decomposer,,,animal_material,filamentous_mycelium,,,,
1751,3924,Basidiomycota_sp,UDB01496122,SH1191891.09FU,reps,Fungi,Basidiomycota,Basidiomycota_cls_Incertae_sedis,Basidiomycota_ord_Incertae_sedis,Basidiomycota_fam_Incertae_sedis,Basidiomycota_gen_Incertae_sedis,Basidiomycota_sp,Basidiomycota_sp_SH1191891.09FU,NA,NA,,,NA,NA,,,,
1752,3925,Arthrobotrys_sp,UDB01288961,SH1153986.09FU,reps,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys_sp,Arthrobotrys_sp_SH1153986.09FU,wood_saprotroph,wood_saprotroph,,,wood,leaf/fruit/seed,soil,animal_material,filamentous_mycelium,
1753,3927,Alternaria_sp,UDB0989990,SH1301468.09FU,reps,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_sp,Alternaria_sp_SH1301468.09FU,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed,filamentous_mycelium,,,,
1754,3928,Agaricales_sp,UDB0900288,SH1136567.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricales_fam_Incertae_sedis,Agaricales_gen_Incertae_sedis,Agaricales_sp,Agaricales_sp_SH1136567.09FU,NA,NA,,,NA,NA,,,,
1755,3929,Acremonium_hyalinulum,KP131521,SH0971596.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_hyalinulum,Acremonium_hyalinulum_SH0971596.09FU,unspecified_saprotroph,foliar_endophyte,,,leaf/fruit/seed,soil,dung,animal_material,filamentous_mycelium,
1756,3930,Podospora_sp,UDB05112419,SH0938825.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Podospora,Podospora_sp,Podospora_sp_SH0938825.09FU,dung_saprotroph,foliar_endophyte,,,leaf/fruit/seed,dung,filamentous_mycelium,,,
1757,3931,Fungi_sp,UDB0626067,SH1327976.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1327976.09FU,NA,NA,,,NA,NA,,,,
1758,3932,Podospora_sp,UDB05096999,SH0938778.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Podospora,Podospora_sp,Podospora_sp_SH0938778.09FU,dung_saprotroph,foliar_endophyte,,,leaf/fruit/seed,dung,filamentous_mycelium,,,
1759,3933,Podospora_sp,UDB05096183,SH0938772.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Podospora,Podospora_sp,Podospora_sp_SH0938772.09FU,dung_saprotroph,foliar_endophyte,,,leaf/fruit/seed,dung,filamentous_mycelium,,,
1760,3934,Podospora_sp,UDB05101208,SH0938859.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Podospora,Podospora_sp,Podospora_sp_SH0938859.09FU,dung_saprotroph,foliar_endophyte,,,leaf/fruit/seed,dung,filamentous_mycelium,,,
1761,3936,Lobulomycetales_sp,UDB03108557,SH0966053.09FU,reps,Fungi,Chytridiomycota,Lobulomycetes,Lobulomycetales,Lobulomycetales_fam_Incertae_sedis,Lobulomycetales_gen_Incertae_sedis,Lobulomycetales_sp,Lobulomycetales_sp_SH0966053.09FU,NA,NA,,,NA,NA,,,,
1762,3937,Fungi_sp,JX384029,SH0997562.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH0997562.09FU,NA,NA,,,NA,NA,,,,
1763,3941,Thelonectria_sp,UDB05528447,SH0909533.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Thelonectria,Thelonectria_sp,Thelonectria_sp_SH0909533.09FU,litter_saprotroph,NA,,,leaf/fruit/seed,filamentous_mycelium,,,,
1764,3942,Microdominikia_sp,UDB04189748,SH0993236.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Microdominikia,Microdominikia_sp,Microdominikia_sp_SH0993236.09FU,arbuscular_mycorrhizal,root-associated,,,NA,filamentous_mycelium,,,,
1765,3943,Glomeraceae_sp,UDB04190498,SH0993335.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomeraceae_gen_Incertae_sedis,Glomeraceae_sp,Glomeraceae_sp_SH0993335.09FU,arbuscular_mycorrhizal,NA,,,NA,NA,,,,
1766,3944,Funneliformis_mosseae,X96836,SH1275058.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,Funneliformis_mosseae,Funneliformis_mosseae_SH1275058.09FU,arbuscular_mycorrhizal,root-associated,,,NA,filamentous_mycelium,,,,
1767,3949,Entrophospora_sp,MT722023,SH0902989.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporales_fam_Incertae_sedis,Entrophospora,Entrophospora_sp,Entrophospora_sp_SH0902989.09FU,arbuscular_mycorrhizal,root-associated,,,NA,filamentous_mycelium,,,,
1768,3952,Basidiomycota_sp,UDB01501541,SH1212450.09FU,reps,Fungi,Basidiomycota,Basidiomycota_cls_Incertae_sedis,Basidiomycota_ord_Incertae_sedis,Basidiomycota_fam_Incertae_sedis,Basidiomycota_gen_Incertae_sedis,Basidiomycota_sp,Basidiomycota_sp_SH1212450.09FU,NA,NA,,,NA,NA,,,,
1769,3954,Fungi_sp,JX371686,SH1048271.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1048271.09FU,NA,NA,,,NA,NA,,,,
1770,3955,Rhizophydiales_sp,UDB06471345,SH0903526.09FU,reps,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Rhizophydiales_fam_Incertae_sedis,Rhizophydiales_gen_Incertae_sedis,Rhizophydiales_sp,Rhizophydiales_sp_SH0903526.09FU,NA,NA,,,NA,NA,,,,
1771,3956,Hymenoscyphus_sp,UDB03547774,SH0982892.09FU,reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,Hymenoscyphus_sp,Hymenoscyphus_sp_SH0982892.09FU,litter_saprotroph,plant_pathogen,,,leaf/fruit/seed,filamentous_mycelium,,,,
1772,3960,Sporormiella_similis,DQ468028,SH1085481.09FU,refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormiella,Sporormiella_similis,Sporormiella_similis_SH1085481.09FU,litter_saprotroph,NA,,,leaf/fruit/seed,filamentous_mycelium,,,,
1773,3961,Monoblepharidales_sp,UDB04224438,SH1119831.09FU,reps,Fungi,Monoblepharomycota,Monoblepharidomycetes,Monoblepharidales,Monoblepharidales_fam_Incertae_sedis,Monoblepharidales_gen_Incertae_sedis,Monoblepharidales_sp,Monoblepharidales_sp_SH1119831.09FU,NA,NA,,,NA,NA,,,,
1774,3962,Fungi_sp,UDB0746941,SH1248244.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1248244.09FU,NA,NA,,,NA,NA,,,,
1775,3964,Endogonomycetes_sp,UDB05311692,SH1126785.09FU,reps,Fungi,Mucoromycota,Endogonomycetes,Endogonomycetes_ord_Incertae_sedis,Endogonomycetes_fam_Incertae_sedis,Endogonomycetes_gen_Incertae_sedis,Endogonomycetes_sp,Endogonomycetes_sp_SH1126785.09FU,NA,NA,,,NA,NA,,,,
1776,3965,Chlorophyllum_agaricoides,MG742003,SH1045112.09FU,refs,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Chlorophyllum,Chlorophyllum_agaricoides,Chlorophyllum_agaricoides_SH1045112.09FU,litter_saprotroph,NA,,,leaf/fruit/seed,filamentous_mycelium,,,,
1777,3967,Veronaea_sp,UDB07333807,SH1266768.09FU,reps,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Veronaea,Veronaea_sp,Veronaea_sp_SH1266768.09FU,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed,dimorphic_yeast,,,,
1778,3969,Stagonospora_pseudovitensis,KF251261,SH1091827.09FU,refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Massarinaceae,Stagonospora,Stagonospora_pseudovitensis,Stagonospora_pseudovitensis_SH1091827.09FU,plant_pathogen,NA,,,NA,filamentous_mycelium,,,,
1779,3970,Rhizophydiales_sp,UDB06473842,SH1209387.09FU,reps,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Rhizophydiales_fam_Incertae_sedis,Rhizophydiales_gen_Incertae_sedis,Rhizophydiales_sp,Rhizophydiales_sp_SH1209387.09FU,NA,NA,,,NA,NA,,,,
1780,3971,Poaceascoma_helicoides,UDB05029567,SH0919661.09FU,reps,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Poaceascoma,Poaceascoma_helicoides,Poaceascoma_helicoides_SH0919661.09FU,wood_saprotroph,NA,,,wood,filamentous_mycelium,,,,
1781,3972,Pezizomycotina_sp,UDB04351118,SH1041834.09FU,reps,Fungi,Ascomycota,Pezizomycotina_cls_Incertae_sedis,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,Pezizomycotina_gen_Incertae_sedis,Pezizomycotina_sp,Pezizomycotina_sp_SH1041834.09FU,NA,NA,,,NA,NA,,,,
1782,3973,Periconia_sp,UDB04282047,SH0949732.09FU,reps,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,Periconia_sp,Periconia_sp_SH0949732.09FU,plant_pathogen,foliar_endophyte,,,leaf/fruit/seed,filamentous_mycelium,,,,
1783,3976,Fungi_sp,UDB0212339,SH1203060.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1203060.09FU,NA,NA,,,NA,NA,,,,
1784,3983,Entoloma_sp,UDB05330146,SH1260642.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_sp,Entoloma_sp_SH1260642.09FU,soil_saprotroph,unspecified_symbiotroph,,,roots,soil,filamentous_mycelium,,,
1785,3984,Coprinellus_brevisetulosus,GU227711,SH1207643.09FU,refs,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus_brevisetulosus,Coprinellus_brevisetulosus_SH1207643.09FU,soil_saprotroph,NA,,,soil,filamentous_mycelium,,,,
1786,3985,Chytridiomycota_sp,UDB02306651,SH1012151.09FU,reps,Fungi,Chytridiomycota,Chytridiomycota_cls_Incertae_sedis,Chytridiomycota_ord_Incertae_sedis,Chytridiomycota_fam_Incertae_sedis,Chytridiomycota_gen_Incertae_sedis,Chytridiomycota_sp,Chytridiomycota_sp_SH1012151.09FU,NA,NA,,,NA,NA,,,,
1787,3991,Agaricales_sp,UDB0911808,SH1102436.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricales_fam_Incertae_sedis,Agaricales_gen_Incertae_sedis,Agaricales_sp,Agaricales_sp_SH1102436.09FU,NA,NA,,,NA,NA,,,,
